UDI,Product ID,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,diff,Type_H,Type_L,Type_M
1822,L49001,298.1,307.6,1354,43.3,155,False,False,False,False,False,False,0,False,True,False
1823,L49002,298.1,307.6,1488,39.4,157,False,False,False,False,False,False,0,False,True,False
1824,L49003,298.1,307.7,1414,48.7,159,False,False,False,False,False,False,0,False,True,False
1825,L49004,298.1,307.5,1391,57.4,161,False,False,False,False,False,False,0,False,True,False
1826,M16685,298.0,307.5,1784,27.8,163,False,False,False,False,False,False,0,False,False,True
1827,H31240,297.8,307.3,1516,40.1,166,False,False,False,False,False,False,0,True,False,False
1828,M16687,297.9,307.3,1420,47.8,171,False,False,False,False,False,False,0,False,False,True
1829,L49008,297.8,307.2,1351,56.3,174,False,False,False,False,False,False,0,False,True,False
1830,L49009,297.8,307.2,1880,23.0,176,False,False,False,False,False,False,0,False,True,False
1831,L49010,297.8,307.3,1859,24.0,178,False,False,False,False,False,False,0,False,True,False
1832,M16691,297.8,307.3,1315,54.0,180,False,False,False,False,False,False,0,False,False,True
1833,M16692,297.8,307.4,1330,51.7,183,False,False,False,False,False,False,0,False,False,True
1835,L49014,297.8,307.2,1498,38.1,188,False,False,False,False,False,False,0,False,True,False
1836,H31249,297.8,307.3,1555,35.8,190,False,False,False,False,False,False,0,True,False,False
1837,L49016,297.7,307.2,1518,35.8,195,False,False,False,False,False,False,0,False,True,False
1838,L49017,297.7,307.2,1392,43.0,197,False,False,False,False,False,False,0,False,True,False
1839,M16698,297.8,307.2,1456,39.6,199,False,False,False,False,False,False,0,False,False,True
1840,L49019,297.7,307.1,1715,30.2,0,False,False,False,False,False,False,0,False,True,False
1841,M16700,297.7,307.2,1405,43.7,2,False,False,False,False,False,False,0,False,False,True
1842,L49021,297.7,307.2,1668,37.8,5,False,False,False,False,False,False,0,False,True,False
1843,H31256,297.7,307.1,1855,22.5,7,False,False,False,False,False,False,0,True,False,False
1844,L49023,297.6,307.1,1496,39.2,12,False,False,False,False,False,False,0,False,True,False
1845,M16704,297.6,307.1,1471,44.9,14,False,False,False,False,False,False,0,False,False,True
1846,L49025,297.7,307.2,1444,40.0,17,False,False,False,False,False,False,0,False,True,False
1847,H31260,297.7,307.3,1514,38.6,19,False,False,False,False,False,False,0,True,False,False
1848,L49027,297.8,307.3,1412,50.7,24,False,False,False,False,False,False,0,False,True,False
1849,H31262,297.7,307.2,1429,44.1,26,False,False,False,False,False,False,0,True,False,False
1850,L49029,297.7,307.2,1668,32.7,31,False,False,False,False,False,False,0,False,True,False
1851,M16710,297.7,307.2,1372,52.8,33,False,False,False,False,False,False,0,False,False,True
1852,M16711,297.7,307.3,1365,49.2,36,False,False,False,False,False,False,0,False,False,True
1853,M16712,297.6,307.1,1526,39.1,39,False,False,False,False,False,False,0,False,False,True
1854,L49033,297.6,307.2,1486,40.6,42,False,False,False,False,False,False,0,False,True,False
1855,M16714,297.6,307.2,1470,42.6,44,False,False,False,False,False,False,0,False,False,True
1856,H31269,297.7,307.3,1249,62.8,47,False,False,False,False,False,False,0,True,False,False
1857,M16716,297.8,307.4,1752,26.1,52,False,False,False,False,False,False,0,False,False,True
1858,L49037,297.7,307.4,1643,36.5,55,False,False,False,False,False,False,0,False,True,False
1859,M16718,297.8,307.4,1488,36.1,57,False,False,False,False,False,False,0,False,False,True
1860,L49039,297.8,307.4,1355,45.8,60,False,False,False,False,False,False,0,False,True,False
1861,L49040,297.8,307.6,1607,30.3,62,False,False,False,False,False,False,0,False,True,False
1862,M16721,297.9,307.6,1609,30.3,64,False,False,False,False,False,False,0,False,False,True
1863,L49042,297.9,307.7,1517,44.4,67,False,False,False,False,False,False,0,False,True,False
1864,M16723,297.9,307.7,1517,39.5,69,False,False,False,False,False,False,0,False,False,True
1865,L49044,297.9,307.7,1546,37.6,72,False,False,False,False,False,False,0,False,True,False
1866,L49045,297.9,307.7,1567,34.7,74,False,False,False,False,False,False,0,False,True,False
1867,M16726,298.1,307.9,1662,28.9,76,False,False,False,False,False,False,0,False,False,True
1868,L49047,298.1,307.9,1502,41.8,79,False,False,False,False,False,False,0,False,True,False
1869,L49048,298.3,308.0,1361,56.9,81,False,False,False,False,False,False,0,False,True,False
1870,M16729,298.3,308.1,1630,32.7,83,False,False,False,False,False,False,0,False,False,True
1871,L49050,298.3,308.0,1486,42.3,86,False,False,False,False,False,False,0,False,True,False
1872,L49051,298.3,308.1,1840,21.5,88,False,False,False,False,False,False,0,False,True,False
1873,L49052,298.3,308.1,1326,58.4,90,False,False,False,False,False,False,0,False,True,False
1874,L49053,298.4,308.1,1367,57.8,92,False,False,False,False,False,False,0,False,True,False
1875,L49054,298.4,308.1,1598,32.7,94,False,False,False,False,False,False,0,False,True,False
1876,L49055,298.3,308.0,1363,50.1,96,False,False,False,False,False,False,0,False,True,False
1877,L49056,298.3,308.0,1242,62.0,98,False,False,False,False,False,False,0,False,True,False
1878,M16737,298.2,307.8,1566,33.8,100,False,False,False,False,False,False,0,False,False,True
1879,M16738,298.1,307.7,1424,47.7,103,False,False,False,False,False,False,0,False,False,True
1880,M16739,298.2,307.7,1608,33.8,106,False,False,False,False,False,False,0,False,False,True
1881,L49060,298.1,307.7,1705,29.1,109,False,False,False,False,False,False,0,False,True,False
1882,L49061,298.0,307.6,1548,45.8,111,False,False,False,False,False,False,0,False,True,False
1883,M16742,298.0,307.6,1581,43.4,113,False,False,False,False,False,False,0,False,False,True
1884,M16743,298.0,307.6,1472,46.7,116,False,False,False,False,False,False,0,False,False,True
1885,M16744,298.0,307.6,1792,26.0,119,False,False,False,False,False,False,0,False,False,True
1886,L49065,298.0,307.6,1683,32.8,122,False,False,False,False,False,False,0,False,True,False
1887,L49066,297.9,307.6,1503,40.7,124,False,False,False,False,False,False,0,False,True,False
1888,M16747,297.9,307.5,1642,32.4,126,False,False,False,False,False,False,0,False,False,True
1889,M16748,297.8,307.4,1902,24.3,129,False,False,False,False,False,False,0,False,False,True
1890,H31303,297.7,307.4,1432,40.2,132,False,False,False,False,False,False,0,True,False,False
1891,L49070,297.8,307.4,1512,40.8,137,False,False,False,False,False,False,0,False,True,False
1892,L49071,297.7,307.4,1764,29.0,139,False,False,False,False,False,False,0,False,True,False
1893,M16752,297.8,307.4,1438,43.6,141,False,False,False,False,False,False,0,False,False,True
1894,L49073,297.8,307.5,1631,29.9,144,False,False,False,False,False,False,0,False,True,False
1895,H31308,297.9,307.5,1880,23.3,146,False,False,False,False,False,False,0,True,False,False
1896,L49075,297.9,307.6,1344,54.3,151,False,False,False,False,False,False,0,False,True,False
1897,L49076,297.9,307.5,1574,35.8,153,False,False,False,False,False,False,0,False,True,False
1898,L49077,297.8,307.4,1418,41.2,155,False,False,False,False,False,False,0,False,True,False
1899,L49078,297.8,307.5,1372,54.1,157,False,False,False,False,False,False,0,False,True,False
1900,L49079,297.8,307.5,1388,40.0,159,False,False,False,False,False,False,0,False,True,False
1901,H31314,297.9,307.6,1493,36.0,161,False,False,False,False,False,False,0,True,False,False
1902,M16761,297.9,307.6,1505,40.1,166,False,False,False,False,False,False,0,False,False,True
1903,L49082,298.0,307.6,1694,29.1,169,False,False,False,False,False,False,0,False,True,False
1904,L49083,297.9,307.6,1968,20.4,171,False,False,False,False,False,False,0,False,True,False
1905,M16764,298.0,307.6,1569,35.6,173,False,False,False,False,False,False,0,False,False,True
1906,L49085,297.9,307.6,1687,29.1,176,False,False,False,False,False,False,0,False,True,False
1907,L49086,297.9,307.6,1430,52.4,178,False,False,False,False,False,False,0,False,True,False
1908,L49087,297.9,307.6,1504,42.4,180,False,False,False,False,False,False,0,False,True,False
1909,L49088,297.9,307.6,1977,20.2,182,False,False,False,False,False,False,0,False,True,False
1910,L49089,298.0,307.7,1435,45.6,184,False,False,False,False,False,False,0,False,True,False
1911,H31324,298.0,307.7,1547,36.8,186,False,False,False,False,False,False,0,True,False,False
1912,M16771,298.1,307.8,1316,57.2,191,False,False,False,False,False,False,0,False,False,True
1913,M16772,298.0,307.7,1621,34.9,194,False,False,False,False,False,False,0,False,False,True
1914,M16773,298.0,307.8,1492,40.2,197,False,False,False,False,False,False,0,False,False,True
1915,L49094,298.0,307.7,1643,32.3,200,False,False,False,False,False,False,0,False,True,False
1916,L49095,298.0,307.7,1492,38.7,202,False,False,False,False,False,False,0,False,True,False
1917,L49096,298.0,307.7,1387,50.8,204,False,False,False,False,False,False,0,False,True,False
1918,M16777,298.1,307.9,1463,47.3,206,False,False,False,False,False,False,0,False,False,True
1919,M16778,298.1,307.9,1496,40.0,0,False,False,False,False,False,False,0,False,False,True
1920,L49099,298.2,308.0,1658,30.0,3,False,False,False,False,False,False,0,False,True,False
1921,L49100,298.1,307.9,2161,17.5,5,False,False,False,False,False,False,0,False,True,False
1922,L49101,298.1,307.9,1665,32.0,7,False,False,False,False,False,False,0,False,True,False
1923,L49102,298.0,307.8,1716,26.6,9,False,False,False,False,False,False,0,False,True,False
1924,L49103,298.0,307.7,1529,34.1,11,False,False,False,False,False,False,0,False,True,False
1925,L49104,297.9,307.7,1353,50.7,13,False,False,False,False,False,False,0,False,True,False
1926,L49105,297.9,307.7,1537,37.7,15,False,False,False,False,False,False,0,False,True,False
1927,L49106,298.0,307.7,1606,30.8,17,False,False,False,False,False,False,0,False,True,False
1928,H31341,298.0,307.8,1314,47.8,19,False,False,False,False,False,False,0,True,False,False
1929,L49108,298.0,307.8,1623,29.9,24,False,False,False,False,False,False,0,False,True,False
1930,M16789,298.0,307.8,1483,50.9,26,False,False,False,False,False,False,0,False,False,True
1931,M16790,298.1,307.9,1569,37.0,29,False,False,False,False,False,False,0,False,False,True
1932,M16791,298.2,308.0,1969,21.7,32,False,False,False,False,False,False,0,False,False,True
1933,M16792,298.1,308.0,1686,29.3,35,False,False,False,False,False,False,0,False,False,True
1934,L49113,298.1,308.0,1638,35.1,38,False,False,False,False,False,False,0,False,True,False
1935,L49114,298.1,307.9,1698,33.3,40,False,False,False,False,False,False,0,False,True,False
1936,M16795,298.1,307.9,1377,55.1,42,False,False,False,False,False,False,0,False,False,True
1937,M16796,298.1,308.0,2129,18.4,45,False,False,False,False,False,False,0,False,False,True
1938,L49117,298.2,308.0,1411,42.4,48,False,False,False,False,False,False,0,False,True,False
1939,L49118,298.1,307.9,1517,40.8,50,False,False,False,False,False,False,0,False,True,False
1940,M16799,298.1,307.9,1303,53.9,52,False,False,False,False,False,False,0,False,False,True
1941,L49120,298.1,307.9,1578,35.6,55,False,False,False,False,False,False,0,False,True,False
1942,L49121,298.1,307.9,1425,58.2,57,False,False,False,False,False,False,0,False,True,False
1943,L49122,298.1,308.0,1456,42.4,59,False,False,False,False,False,False,0,False,True,False
1944,L49123,298.1,308.0,1704,30.9,61,False,False,False,False,False,False,0,False,True,False
1945,L49124,298.1,308.1,1791,27.3,63,False,False,False,False,False,False,0,False,True,False
1946,L49125,298.1,308.1,1616,32.8,65,False,False,False,False,False,False,0,False,True,False
1947,L49126,298.2,308.1,1622,34.9,67,False,False,False,False,False,False,0,False,True,False
1948,L49127,298.2,308.1,1462,49.9,69,False,False,False,False,False,False,0,False,True,False
1949,L49128,298.1,308.1,1410,45.8,71,False,False,False,False,False,False,0,False,True,False
1950,M16809,298.1,308.0,1543,41.9,73,False,False,False,False,False,False,0,False,False,True
1951,M16810,298.0,307.9,1479,47.6,76,False,False,False,False,False,False,0,False,False,True
1952,L49131,298.0,307.8,1839,22.7,79,False,False,False,False,False,False,0,False,True,False
1953,L49132,298.0,307.8,1266,60.5,81,False,False,False,False,False,False,0,False,True,False
1954,L49133,297.9,307.7,1593,34.9,83,False,False,False,False,False,False,0,False,True,False
1955,L49134,297.9,307.8,1459,46.9,85,False,False,False,False,False,False,0,False,True,False
1956,L49135,297.9,307.7,1308,55.2,87,False,False,False,False,False,False,0,False,True,False
1957,M16816,297.9,307.7,1364,46.8,89,False,False,False,False,False,False,0,False,False,True
1958,H31371,297.9,307.7,1618,35.9,92,False,False,False,False,False,False,0,True,False,False
1959,H31372,297.9,307.7,1464,43.2,97,False,False,False,False,False,False,0,True,False,False
1960,M16819,297.8,307.6,1352,49.4,102,False,False,False,False,False,False,0,False,False,True
1961,L49140,297.8,307.6,1446,51.4,105,False,False,False,False,False,False,0,False,True,False
1962,L49141,297.8,307.5,1448,51.2,107,False,False,False,False,False,False,0,False,True,False
1963,L49142,297.8,307.5,1391,48.6,109,False,False,False,False,False,False,0,False,True,False
1964,L49143,297.7,307.5,1379,43.3,111,False,False,False,False,False,False,0,False,True,False
1965,M16824,297.8,307.5,1405,46.9,113,False,False,False,False,False,False,0,False,False,True
1966,L49145,297.8,307.5,1581,33.1,116,False,False,False,False,False,False,0,False,True,False
1967,L49146,297.9,307.6,1515,40.5,118,False,False,False,False,False,False,0,False,True,False
1968,L49147,297.9,307.6,1589,37.8,120,False,False,False,False,False,False,0,False,True,False
1969,L49148,298.0,307.6,1281,50.8,122,False,False,False,False,False,False,0,False,True,False
1970,H31383,297.8,307.5,1631,31.3,124,False,False,False,False,False,False,0,True,False,False
1971,M16830,297.9,307.6,1202,67.0,129,False,False,False,False,False,False,0,False,False,True
1972,L49151,297.9,307.6,1298,52.7,132,False,False,False,False,False,False,0,False,True,False
1973,L49152,297.9,307.6,1612,30.7,134,False,False,False,False,False,False,0,False,True,False
1974,L49153,297.9,307.6,1747,25.3,136,False,False,False,False,False,False,0,False,True,False
1975,L49154,298.0,307.6,1450,48.7,138,False,False,False,False,False,False,0,False,True,False
1976,L49155,298.0,307.7,1422,45.6,140,False,False,False,False,False,False,0,False,True,False
1977,M16836,298.1,307.7,1419,47.4,142,False,False,False,False,False,False,0,False,False,True
1978,M16837,298.1,307.7,1633,30.7,145,False,False,False,False,False,False,0,False,False,True
1979,L49158,298.0,307.7,1442,43.6,148,False,False,False,False,False,False,0,False,True,False
1980,H31393,298.0,307.6,1420,45.8,150,False,False,False,False,False,False,0,True,False,False
1981,M16840,298.0,307.6,1301,58.5,155,False,False,False,False,False,False,0,False,False,True
1982,L49161,298.0,307.6,1385,45.0,158,False,False,False,False,False,False,0,False,True,False
1983,M16842,298.0,307.7,1487,41.3,160,False,False,False,False,False,False,0,False,False,True
1984,M16843,298.0,307.6,1459,44.4,163,False,False,False,False,False,False,0,False,False,True
1985,M16844,298.0,307.5,1387,45.5,166,False,False,False,False,False,False,0,False,False,True
1986,L49165,298.1,307.7,1537,40.8,169,False,False,False,False,False,False,0,False,True,False
1987,L49166,298.1,307.6,1498,42.9,171,False,False,False,False,False,False,0,False,True,False
1988,M16847,298.2,307.8,1599,31.2,173,False,False,False,False,False,False,0,False,False,True
