UDI,Product ID,Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,diff,Type_H,Type_L,Type_M
2141,L49320,1419,46.6,158,False,False,False,False,False,False,0,False,True,False
2142,M17001,1577,34.9,160,False,False,False,False,False,False,0,False,False,True
2143,L49322,1376,60.3,163,False,False,False,False,False,False,0,False,True,False
2144,M17003,1442,49.0,165,False,False,False,False,False,False,0,False,False,True
2145,L49324,1451,40.5,168,False,False,False,False,False,False,0,False,True,False
2146,L49325,1550,45.8,170,False,False,False,False,False,False,0,False,True,False
2147,L49326,1647,32.9,172,False,False,False,False,False,False,0,False,True,False
2148,L49327,1550,33.7,174,False,False,False,False,False,False,0,False,True,False
2149,L49328,1583,34.1,176,False,False,False,False,False,False,0,False,True,False
2150,L49329,1613,32.2,178,False,False,False,False,False,False,0,False,True,False
2151,H31564,1636,35.5,180,False,False,False,False,False,False,0,True,False,False
2152,M17011,1289,51.5,185,False,False,False,False,False,False,0,False,False,True
2153,M17012,1648,28.4,188,False,False,False,False,False,False,0,False,False,True
2154,H31567,1397,45.4,191,False,False,False,False,False,False,0,True,False,False
2155,M17014,1767,24.8,196,False,False,False,False,False,False,0,False,False,True
2156,L49335,1341,47.7,199,False,False,False,False,False,False,0,False,True,False
2157,M17016,1457,41.5,201,False,False,False,False,False,False,0,False,False,True
2158,M17017,1939,19.8,204,False,False,False,False,False,False,0,False,False,True
2159,M17018,1399,49.7,207,False,False,False,False,False,False,0,False,False,True
2160,M17019,1602,31.3,210,False,False,False,False,False,False,0,False,False,True
2161,L49340,1507,41.0,213,False,False,False,False,False,False,0,False,True,False
2162,L49341,1464,40.5,215,False,False,False,False,False,False,0,False,True,False
2163,L49342,1336,42.1,217,False,False,False,False,False,False,0,False,True,False
2164,L49343,1422,39.8,219,False,False,False,False,False,False,0,False,True,False
2165,L49344,1540,36.7,221,False,False,False,False,False,False,0,False,True,False
2166,L49345,1476,47.8,223,False,False,False,False,False,False,0,False,True,False
2168,H31581,1588,41.3,0,False,False,False,False,False,False,0,True,False,False
2169,M17028,1420,49.5,5,False,False,False,False,False,False,0,False,False,True
2170,L49349,1415,49.2,8,False,False,False,False,False,False,0,False,True,False
2171,M17030,1500,43.3,10,False,False,False,False,False,False,0,False,False,True
2172,L49351,1502,44.6,13,False,False,False,False,False,False,0,False,True,False
2173,L49352,1816,23.0,15,False,False,False,False,False,False,0,False,True,False
2174,M17033,1495,41.6,17,False,False,False,False,False,False,0,False,False,True
2175,L49354,1572,33.4,20,False,False,False,False,False,False,0,False,True,False
2176,M17035,1590,35.9,22,False,False,False,False,False,False,0,False,False,True
2177,M17036,1387,48.3,25,False,False,False,False,False,False,0,False,False,True
2178,M17037,1393,47.7,28,False,False,False,False,False,False,0,False,False,True
2179,L49358,1602,37.3,31,False,False,False,False,False,False,0,False,True,False
2180,L49359,1601,33.3,33,False,False,False,False,False,False,0,False,True,False
2181,H31594,1597,36.3,35,False,False,False,False,False,False,0,True,False,False
2182,H31595,1548,44.3,40,False,False,False,False,False,False,0,True,False,False
2183,M17042,1314,61.8,45,False,False,False,False,False,False,0,False,False,True
2184,M17043,1577,39.8,48,False,False,False,False,False,False,0,False,False,True
2185,L49364,1475,43.4,51,False,False,False,False,False,False,0,False,True,False
2186,L49365,1630,32.4,53,False,False,False,False,False,False,0,False,True,False
2187,L49366,1445,42.9,55,False,False,False,False,False,False,0,False,True,False
2188,M17047,1439,47.4,57,False,False,False,False,False,False,0,False,False,True
2189,L49368,1420,44.1,60,False,False,False,False,False,False,0,False,True,False
2190,H31603,1554,41.6,62,False,False,False,False,False,False,0,True,False,False
2191,M17050,1471,44.3,67,False,False,False,False,False,False,0,False,False,True
2192,L49371,1648,33.6,70,False,False,False,False,False,False,0,False,True,False
2193,L49372,1472,48.8,72,False,False,False,False,False,False,0,False,True,False
2194,M17053,1448,42.9,74,False,False,False,False,False,False,0,False,False,True
2195,M17054,1568,35.3,77,False,False,False,False,False,False,0,False,False,True
2196,L49375,1613,30.8,80,False,False,False,False,False,False,0,False,True,False
2197,M17056,1551,35.4,82,False,False,False,False,False,False,0,False,False,True
2198,L49377,1412,49.2,85,False,False,False,False,False,False,0,False,True,False
2199,M17058,1478,41.0,87,False,False,False,False,False,False,0,False,False,True
2200,M17059,1268,58.0,90,False,False,False,False,False,False,0,False,False,True
2201,L49380,1546,35.6,93,False,False,False,False,False,False,0,False,True,False
2202,L49381,1567,36.1,95,False,False,False,False,False,False,0,False,True,False
2203,M17062,1548,35.7,97,False,False,False,False,False,False,0,False,False,True
2204,L49383,1614,30.8,100,False,False,False,False,False,False,0,False,True,False
2205,M17064,1352,46.1,102,False,False,False,False,False,False,0,False,False,True
2206,L49385,1624,34.6,105,False,False,False,False,False,False,0,False,True,False
2207,L49386,1436,52.0,107,False,False,False,False,False,False,0,False,True,False
2208,L49387,1591,37.5,109,False,False,False,False,False,False,0,False,True,False
2209,H31622,1435,42.6,111,False,False,False,False,False,False,0,True,False,False
2210,L49389,1386,49.4,116,False,False,False,False,False,False,0,False,True,False
2211,L49390,1401,54.1,118,False,False,False,False,False,False,0,False,True,False
2212,M17071,1245,64.0,120,False,False,False,False,False,False,0,False,False,True
2213,L49392,1475,40.0,123,False,False,False,False,False,False,0,False,True,False
2214,L49393,1473,39.4,125,False,False,False,False,False,False,0,False,True,False
2215,H31628,1355,44.8,127,False,False,False,False,False,False,0,True,False,False
2216,H31629,1468,49.6,132,False,False,False,False,False,False,0,True,False,False
2217,L49396,1645,30.8,137,False,False,False,False,False,False,0,False,True,False
2218,L49397,1347,55.3,139,False,False,False,False,False,False,0,False,True,False
2219,L49398,1713,33.5,141,False,False,False,False,False,False,0,False,True,False
2220,M17079,1435,48.4,143,False,False,False,False,False,False,0,False,False,True
2221,M17080,1736,26.1,146,False,False,False,False,False,False,0,False,False,True
2222,L49401,1372,60.4,149,False,False,False,False,False,False,0,False,True,False
2223,L49402,1605,33.0,151,False,False,False,False,False,False,0,False,True,False
2224,L49403,1413,48.5,153,False,False,False,False,False,False,0,False,True,False
2225,M17084,1645,31.9,155,False,False,False,False,False,False,0,False,False,True
2226,M17085,1465,49.0,158,False,False,False,False,False,False,0,False,False,True
2227,M17086,1685,27.8,161,False,False,False,False,False,False,0,False,False,True
2228,L49407,1965,20.4,164,False,False,False,False,False,False,0,False,True,False
2229,H31642,1542,41.8,166,False,False,False,False,False,False,0,True,False,False
2230,L49409,1681,30.8,171,False,False,False,False,False,False,0,False,True,False
2231,L49410,1446,45.7,173,False,False,False,False,False,False,0,False,True,False
2232,L49411,1415,56.4,175,False,False,False,False,False,False,0,False,True,False
2233,L49412,1672,30.5,177,False,False,False,False,False,False,0,False,True,False
2235,L49414,1492,40.5,181,False,False,False,False,False,False,0,False,True,False
2236,M17095,1455,42.7,183,False,False,False,False,False,False,0,False,False,True
2237,M17096,1422,43.1,186,False,False,False,False,False,False,0,False,False,True
2238,L49417,1403,50.6,189,False,False,False,False,False,False,0,False,True,False
2239,L49418,1474,49.6,191,False,False,False,False,False,False,0,False,True,False
2240,L49419,1381,50.0,193,False,False,False,False,False,False,0,False,True,False
2241,L49420,1457,44.7,195,False,False,False,False,False,False,0,False,True,False
2242,L49421,1711,28.9,197,False,False,False,False,False,False,0,False,True,False
2243,L49422,1667,29.0,199,False,False,False,False,False,False,0,False,True,False
2244,L49423,1465,35.0,201,False,False,False,False,False,False,0,False,True,False
2246,M17105,1438,42.3,0,False,False,False,False,False,False,0,False,False,True
2247,L49426,1406,47.4,3,False,False,False,False,False,False,0,False,True,False
2248,M17107,1396,48.5,5,False,False,False,False,False,False,0,False,False,True
2249,M17108,1304,60.6,8,False,False,False,False,False,False,0,False,False,True
2250,L49429,1442,46.5,11,False,False,False,False,False,False,0,False,True,False
2251,M17110,1396,48.7,13,False,False,False,False,False,False,0,False,False,True
2252,H31665,1424,43.4,16,False,False,False,False,False,False,0,True,False,False
2253,H31666,1451,42.8,21,False,False,False,False,False,False,0,True,False,False
2254,L49433,1386,54.1,26,False,False,False,False,False,False,0,False,True,False
2255,L49434,1325,46.9,28,False,False,False,False,False,False,0,False,True,False
2256,L49435,1559,33.7,30,False,False,False,False,False,False,0,False,True,False
2257,L49436,1489,38.1,32,False,False,False,False,False,False,0,False,True,False
2258,L49437,1892,25.2,34,False,False,False,False,False,False,0,False,True,False
2259,L49438,1319,60.3,36,False,False,False,False,False,False,0,False,True,False
2260,L49439,1431,52.3,38,False,False,False,False,False,False,0,False,True,False
2261,H31674,1521,36.5,40,False,False,False,False,False,False,0,True,False,False
2262,M17121,1435,45.2,45,False,False,False,False,False,False,0,False,False,True
2263,L49442,1533,42.4,48,False,False,False,False,False,False,0,False,True,False
2264,M17123,1529,43.0,50,False,False,False,False,False,False,0,False,False,True
2265,M17124,1415,43.5,53,False,False,False,False,False,False,0,False,False,True
2266,M17125,1330,51.2,56,False,False,False,False,False,False,0,False,False,True
2267,L49446,1381,60.6,59,False,False,False,False,False,False,0,False,True,False
2268,L49447,1370,52.4,61,False,False,False,False,False,False,0,False,True,False
2269,L49448,1438,46.6,63,False,False,False,False,False,False,0,False,True,False
2270,L49449,1314,48.2,65,False,False,False,False,False,False,0,False,True,False
2271,L49450,1437,48.1,67,False,False,False,False,False,False,0,False,True,False
2272,L49451,1821,26.1,69,False,False,False,False,False,False,0,False,True,False
2273,M17132,1448,52.1,71,False,False,False,False,False,False,0,False,False,True
2274,L49453,1589,32.7,74,False,False,False,False,False,False,0,False,True,False
2275,L49454,1520,33.7,76,False,False,False,False,False,False,0,False,True,False
2276,L49455,1605,37.0,78,False,False,False,False,False,False,0,False,True,False
2277,L49456,1393,54.2,80,False,False,False,False,False,False,0,False,True,False
2278,H31691,1408,44.4,82,False,False,False,False,False,False,0,True,False,False
2279,M17138,1459,35.6,87,False,False,False,False,False,False,0,False,False,True
2280,L49459,1525,39.0,90,False,False,False,False,False,False,0,False,True,False
2281,L49460,1390,57.0,92,False,False,False,False,False,False,0,False,True,False
2282,L49461,1536,38.9,94,False,False,False,False,False,False,0,False,True,False
2283,L49462,1459,47.6,96,False,False,False,False,False,False,0,False,True,False
2284,L49463,1387,51.1,98,False,False,False,False,False,False,0,False,True,False
2285,L49464,1378,53.4,100,False,False,False,False,False,False,0,False,True,False
2286,L49465,1381,56.7,102,False,False,False,False,False,False,0,False,True,False
2287,M17146,1289,60.5,104,False,False,False,False,False,False,0,False,False,True
2288,L49467,1746,26.8,107,False,False,False,False,False,False,0,False,True,False
2289,M17148,1541,39.1,109,False,False,False,False,False,False,0,False,False,True
2290,L49469,1504,37.8,112,False,False,False,False,False,False,0,False,True,False
2291,M17150,1321,51.9,114,False,False,False,False,False,False,0,False,False,True
2292,M17151,1886,20.9,117,False,False,False,False,False,False,0,False,False,True
2293,L49472,1422,53.2,120,False,False,False,False,False,False,0,False,True,False
2294,L49473,1520,38.3,122,False,False,False,False,False,False,0,False,True,False
2295,L49474,1627,32.6,124,False,False,False,False,False,False,0,False,True,False
2296,L49475,1512,37.2,126,False,False,False,False,False,False,0,False,True,False
2297,L49476,1553,42.7,128,False,False,False,False,False,False,0,False,True,False
2298,L49477,1802,26.0,130,False,False,False,False,False,False,0,False,True,False
2299,L49478,1482,37.6,132,False,False,False,False,False,False,0,False,True,False
2301,L49480,1371,50.5,136,False,False,False,False,False,False,0,False,True,False
2302,M17161,1586,35.7,138,False,False,False,False,False,False,0,False,False,True
2303,L49482,1515,39.8,141,False,False,False,False,False,False,0,False,True,False
2304,L49483,1374,53.6,143,False,False,False,False,False,False,0,False,True,False
2305,L49484,1455,39.8,145,False,False,False,False,False,False,0,False,True,False
2306,H31719,1342,47.5,147,False,False,False,False,False,False,0,True,False,False
2307,L49486,1260,57.8,152,False,False,False,False,False,False,0,False,True,False
2308,H31721,1623,33.5,154,False,False,False,False,False,False,0,True,False,False
2309,L49488,1371,55.5,159,False,False,False,False,False,False,0,False,True,False
2310,L49489,1611,31.4,161,False,False,False,False,False,False,0,False,True,False
2311,M17170,1535,47.5,163,False,False,False,False,False,False,0,False,False,True
2312,M17171,1491,38.5,166,False,False,False,False,False,False,0,False,False,True
2313,M17172,1441,36.2,169,False,False,False,False,False,False,0,False,False,True
2314,M17173,1725,26.6,172,False,False,False,False,False,False,0,False,False,True
2315,L49494,1368,47.2,175,False,False,False,False,False,False,0,False,True,False
2316,L49495,1526,37.9,177,False,False,False,False,False,False,0,False,True,False
2317,L49496,1542,39.2,179,False,False,False,False,False,False,0,False,True,False
2318,L49497,1605,31.1,181,False,False,False,False,False,False,0,False,True,False
